sid,proj_id,run_id,samp_id,strat,tech,body_subsite,subject_id,body_site,body_subsite_int,body_site_int,nreads,nreads_unmapped,primer,n_otus
SRR044791.SRS011684,SRP002395,SRR044791,SRS011684,METAGENOMIC ,AMPLICON,Mid vagina,241764,Urogenital tract,15,4,4157,2356,V13/V35,17
SRR043723.SRS015293,SRP002395,SRR043723,SRS015293,METAGENOMIC ,AMPLICON,Saliva,241787,Oral,6,2,9483,3820,V13/V35,125
SRR040724.SRS018507,SRP002395,SRR040724,SRS018507,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241667,Oral,2,2,6405,3803,V3-V5,40
SRR046492.SRS047581,SRP002395,SRR046492,SRS047581,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241717,Skin,12,3,7426,5512,V13/V35,76
SRR048631.SRS047917,SRP002395,SRR048631,SRS047917,METAGENOMIC ,AMPLICON,Hard palate,241710,Oral,4,2,7225,5221,V13/V35,84
SRR041128.SRS020253,SRP002395,SRR041128,SRS020253,METAGENOMIC ,AMPLICON,Palatine Tonsils,241798,Oral,5,2,5668,2833,V3-V5,85
SRR048852.SRS064959,SRP002395,SRR048852,SRS064959,METAGENOMIC ,AMPLICON,Hard palate,268865,Oral,4,2,5492,3938,V13/V35,67
SRR170885.SRS144516,SRP002860,SRR170885,SRS144516,METAGENOMIC ,AMPLICON,Buccal mucosa,241732,Oral,3,2,6811,4449,V13/V35,66
SRR047092.SRS062410,SRP002395,SRR047092,SRS062410,METAGENOMIC ,AMPLICON,Saliva,241858,Oral,6,2,8339,2933,V13/V35,157
SRR042008.SRS024283,SRP002395,SRR042008,SRS024283,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241712,Oral,2,2,5398,4345,V3-V5,28
SRR049622.SRS048936,SRP002395,SRR049622,SRS048936,METAGENOMIC ,AMPLICON,Anterior nares,241729,Airways,0,0,10509,7965,V13/V35,61
SRR047537.SRS011375,SRP002395,SRR047537,SRS011375,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241767,Skin,12,3,6013,999,V13/V35,19
SRR044315.SRS018767,SRP002395,SRR044315,SRS018767,METAGENOMIC ,AMPLICON,Mid vagina,241832,Urogenital tract,15,4,6974,5045,V13/V35,35
SRR047323.SRS054697,SRP002395,SRR047323,SRS054697,METAGENOMIC ,AMPLICON,Buccal mucosa,241787,Oral,3,2,13182,7525,V13/V35,101
SRR044718.SRS019103,SRP002395,SRR044718,SRS019103,METAGENOMIC ,AMPLICON,Palatine Tonsils,241743,Oral,5,2,18307,9068,V13/V35,155
SRR170936.SRS147100,SRP002860,SRR170936,SRS147100,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241869,Oral,2,2,9946,4079,V13/V35,95
SRR170514.SRS148114,SRP002860,SRR170514,SRS148114,METAGENOMIC ,AMPLICON,Tongue dorsum,241891,Oral,10,2,8092,3085,V13/V35,55
SRR047331.SRS062703,SRP002395,SRR047331,SRS062703,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241730,Skin,11,3,4268,1775,V13/V35,71
SRR047272.SRS042533,SRP002395,SRR047272,SRS042533,METAGENOMIC ,AMPLICON,Tongue dorsum,257127,Oral,10,2,14997,7537,V13/V35,103
SRR044480.SRS016097,SRP002395,SRR044480,SRS016097,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241701,Skin,12,3,4392,3164,V13/V35,38
SRR046602.SRS042648,SRP002395,SRR046602,SRS042648,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241857,Skin,13,3,2487,1338,V13/V35,16
SRR047599.SRS018956,SRP002395,SRR047599,SRS018956,METAGENOMIC ,AMPLICON,Subgingival plaque,241737,Oral,7,2,8687,5478,V13/V35,77
SRR044322.SRS018603,SRP002395,SRR044322,SRS018603,METAGENOMIC ,AMPLICON,Supragingival plaque,241758,Oral,8,2,6046,4252,V13/V35,86
SRR046907.SRS063961,SRP002395,SRR046907,SRS063961,METAGENOMIC ,AMPLICON,Stool,241865,Gastrointestinal tract,1,1,9729,4962,V13/V35,62
SRR047719.SRS057789,SRP002395,SRR047719,SRS057789,METAGENOMIC ,AMPLICON,Supragingival plaque,241856,Oral,8,2,8168,4299,V13/V35,81
SRR043690.SRS014572,SRP002395,SRR043690,SRS014572,METAGENOMIC ,AMPLICON,Stool,241730,Gastrointestinal tract,1,1,7218,4722,V13/V35,28
SRR170387.SRS148696,SRP002860,SRR170387,SRS148696,METAGENOMIC ,AMPLICON,Tongue dorsum,257121,Oral,10,2,14175,7336,V13/V35,65
SRR171807.SRS104991,SRP002860,SRR171807,SRS104991,METAGENOMIC ,AMPLICON,Throat,241728,Oral,9,2,2772,1195,V13/V35,50
SRR046918.SRS063235,SRP002395,SRR046918,SRS063235,METAGENOMIC ,AMPLICON,Palatine Tonsils,241805,Oral,5,2,10121,6055,V13/V35,119
SRR044944.SRS011452,SRP002395,SRR044944,SRS011452,METAGENOMIC ,AMPLICON,Stool,241760,Gastrointestinal tract,1,1,6617,4549,V13/V35,43
SRR171228.SRS143212,SRP002860,SRR171228,SRS143212,METAGENOMIC ,AMPLICON,Throat,241854,Oral,9,2,2670,1633,V13/V35,37
SRR044114.SRS016283,SRP002395,SRR044114,SRS016283,METAGENOMIC ,AMPLICON,Subgingival plaque,241681,Oral,7,2,5229,2163,V13/V35,99
SRR044769.SRS011275,SRP002395,SRR044769,SRS011275,METAGENOMIC ,AMPLICON,Tongue dorsum,241748,Oral,10,2,8569,6026,V13/V35,68
SRR090817.SRS144316,SRP002860,SRR090817,SRS144316,METAGENOMIC ,AMPLICON,Saliva,257119,Oral,6,2,4083,1766,V3-V5,117
SRR046617.SRS062414,SRP002395,SRR046617,SRS062414,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241824,Oral,2,2,7479,5065,V13/V35,35
SRR045714.SRS014546,SRP002395,SRR045714,SRS014546,METAGENOMIC ,AMPLICON,Vaginal introitus,241730,Urogenital tract,17,4,6488,949,V13/V35,14
SRR091285.SRS074703,SRP002860,SRR091285,SRS074703,METAGENOMIC ,AMPLICON,Hard palate,241715,Oral,4,2,4253,2012,V3-V5,68
SRR047451.SRS015823,SRP002395,SRR047451,SRS015823,METAGENOMIC ,AMPLICON,Hard palate,241763,Oral,4,2,45081,26538,V13/V35,139
SRR040990.SRS013197,SRP002395,SRR040990,SRS013197,METAGENOMIC ,AMPLICON,Palatine Tonsils,241704,Oral,5,2,3545,2184,V3-V5,86
SRR044622.SRS015903,SRP002395,SRR044622,SRS015903,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241778,Skin,14,3,8508,6199,V13/V35,43
SRR044000.SRS015566,SRP002395,SRR044000,SRS015566,METAGENOMIC ,AMPLICON,Buccal mucosa,241802,Oral,3,2,6028,3210,V13/V35,96
SRR049504.SRS055482,SRP002395,SRR049504,SRS055482,METAGENOMIC ,AMPLICON,Stool,241878,Gastrointestinal tract,1,1,15564,7822,V13/V35,72
SRR043885.SRS049668,SRP002395,SRR043885,SRS049668,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241825,Skin,12,3,5857,1107,V13/V35,25
SRR135560.SRS016874,SRP002860,SRR135560,SRS016874,METAGENOMIC ,AMPLICON,Throat,241745,Oral,9,2,6104,4186,V1-V3,84
SRR045012.SRS011407,SRP002395,SRR045012,SRS011407,METAGENOMIC ,AMPLICON,Saliva,241834,Oral,6,2,7382,4050,V13/V35,116
SRR172219.SRS142967,SRP002860,SRR172219,SRS142967,METAGENOMIC ,AMPLICON,Hard palate,241866,Oral,4,2,4453,2187,V13/V35,63
SRR046462.SRS044993,SRP002395,SRR046462,SRS044993,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241879,Skin,12,3,3428,1402,V13/V35,18
SRR044556.SRS015496,SRP002395,SRR044556,SRS015496,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241707,Skin,14,3,7005,1950,V13/V35,26
SRR049643.SRS048237,SRP002395,SRR049643,SRS048237,METAGENOMIC ,AMPLICON,Subgingival plaque,241685,Oral,7,2,9367,3867,V13/V35,109
SRR045246.SRS011490,SRP002395,SRR045246,SRS011490,METAGENOMIC ,AMPLICON,Palatine Tonsils,241673,Oral,5,2,6497,4733,V13/V35,85
SRR046905.SRS063776,SRP002395,SRR046905,SRS063776,METAGENOMIC ,AMPLICON,Tongue dorsum,241865,Oral,10,2,9050,5475,V13/V35,97
SRR041604.SRS016687,SRP002395,SRR041604,SRS016687,METAGENOMIC ,AMPLICON,Vaginal introitus,241713,Urogenital tract,17,4,4520,669,V3-V5,10
SRR171038.SRS149715,SRP002860,SRR171038,SRS149715,METAGENOMIC ,AMPLICON,Supragingival plaque,241851,Oral,8,2,7820,4576,V13/V35,60
SRR043826.SRS045387,SRP002395,SRR043826,SRS045387,METAGENOMIC ,AMPLICON,Subgingival plaque,241823,Oral,7,2,6754,3455,V13/V35,67
SRR331346.SRS098723,SRP002860,SRR331346,SRS098723,METAGENOMIC ,AMPLICON,Tongue dorsum,241758,Oral,10,2,4405,2021,V13/V35,57
SRR045235.SRS011367,SRP002395,SRR045235,SRS011367,METAGENOMIC ,AMPLICON,Palatine Tonsils,241767,Oral,5,2,9570,5909,V13/V35,135
SRR045528.SRS014661,SRP002395,SRR045528,SRS014661,METAGENOMIC ,AMPLICON,Palatine Tonsils,241720,Oral,5,2,6611,3190,V13/V35,97
SRR171971.SRS104686,SRP002860,SRR171971,SRS104686,METAGENOMIC ,AMPLICON,Palatine Tonsils,241848,Oral,5,2,3405,1649,V13/V35,60
SRR328954.SRS063779,SRP002860,SRR328954,SRS063779,METAGENOMIC ,AMPLICON,Right Antecubital fossa,257118,Skin,13,3,5919,4125,V13/V35,21
SRR042817.SRS053617,SRP002395,SRR042817,SRS053617,METAGENOMIC ,AMPLICON,Hard palate,241749,Oral,4,2,5091,3644,V3-V5,68
SRR041706.SRS024273,SRP002395,SRR041706,SRS024273,METAGENOMIC ,AMPLICON,Saliva,241712,Oral,6,2,6930,2324,V3-V5,94
SRR040965.SRS023993,SRP002395,SRR040965,SRS023993,METAGENOMIC ,AMPLICON,Throat,241704,Oral,9,2,4488,2536,V3-V5,103
SRR044246.SRS016066,SRP002395,SRR044246,SRS016066,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241741,Oral,2,2,8794,4782,V13/V35,51
SRR172244.SRS143864,SRP002860,SRR172244,SRS143864,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241885,Skin,14,3,12249,4445,V13/V35,32
SRR043711.SRS014349,SRP002395,SRR043711,SRS014349,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241736,Oral,2,2,5096,3281,V13/V35,22
SRR046769.SRS051198,SRP002395,SRR046769,SRS051198,METAGENOMIC ,AMPLICON,Hard palate,241890,Oral,4,2,4355,1720,V13/V35,55
SRR172572.SRS143616,SRP002860,SRR172572,SRS143616,METAGENOMIC ,AMPLICON,Supragingival plaque,241892,Oral,8,2,6467,3698,V13/V35,96
SRR170364.SRS149921,SRP002860,SRR170364,SRS149921,METAGENOMIC ,AMPLICON,Palatine Tonsils,241868,Oral,5,2,8639,4447,V13/V35,67
SRR045672.SRS014603,SRP002395,SRR045672,SRS014603,METAGENOMIC ,AMPLICON,Supragingival plaque,241693,Oral,8,2,10028,5036,V13/V35,113
SRR041182.SRS020316,SRP002395,SRR041182,SRS020316,METAGENOMIC ,AMPLICON,Subgingival plaque,241829,Oral,7,2,7583,3890,V3-V5,98
SRR043670.SRS014625,SRP002395,SRR043670,SRS014625,METAGENOMIC ,AMPLICON,Vaginal introitus,241693,Urogenital tract,17,4,9647,949,V13/V35,26
SRR048676.SRS055673,SRP002395,SRR048676,SRS055673,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241726,Skin,12,3,13286,7783,V13/V35,69
SRR089937.SRS078288,SRP002860,SRR089937,SRS078288,METAGENOMIC ,AMPLICON,Supragingival plaque,241712,Oral,8,2,7228,2227,V3-V5,76
SRR044896.SRS016974,SRP002395,SRR044896,SRS016974,METAGENOMIC ,AMPLICON,Palatine Tonsils,241795,Oral,5,2,9747,5732,V13/V35,135
SRR046248.SRS051166,SRP002395,SRR046248,SRS051166,METAGENOMIC ,AMPLICON,Saliva,241761,Oral,6,2,5803,2271,V13/V35,85
SRR170759.SRS077007,SRP002860,SRR170759,SRS077007,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241872,Skin,14,3,9572,5458,V13/V35,25
SRR043906.SRS014450,SRP002395,SRR043906,SRS014450,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241812,Skin,12,3,4099,775,V13/V35,30
SRR044482.SRS056430,SRP002395,SRR044482,SRS056430,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241811,Skin,12,3,6841,1123,V13/V35,40
SRR048038.SRS055168,SRP002395,SRR048038,SRS055168,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241796,Skin,13,3,12514,6844,V13/V35,82
SRR044311.SRS019894,SRP002395,SRR044311,SRS019894,METAGENOMIC ,AMPLICON,Tongue dorsum,241772,Oral,10,2,7385,4362,V13/V35,54
SRR048064.SRS023009,SRP002395,SRR048064,SRS023009,METAGENOMIC ,AMPLICON,Throat,241700,Oral,9,2,8149,3858,V13/V35,112
SRR040683.SRS020028,SRP002395,SRR040683,SRS020028,METAGENOMIC ,AMPLICON,Vaginal introitus,241847,Urogenital tract,17,4,6180,1706,V3-V5,28
SRR041005.SRS018445,SRP002395,SRR041005,SRS018445,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241826,Oral,2,2,6026,4394,V3-V5,51
SRR328765.SRS065387,SRP002860,SRR328765,SRS065387,METAGENOMIC ,AMPLICON,Buccal mucosa,257118,Oral,3,2,5434,4003,V13/V35,49
SRR048633.SRS049119,SRP002395,SRR048633,SRS049119,METAGENOMIC ,AMPLICON,Palatine Tonsils,241710,Oral,5,2,7377,3526,V13/V35,110
SRR041067.SRS024167,SRP002395,SRR041067,SRS024167,METAGENOMIC ,AMPLICON,Buccal mucosa,241676,Oral,3,2,4453,2514,V3-V5,96
SRR047649.SRS018791,SRP002395,SRR047649,SRS018791,METAGENOMIC ,AMPLICON,Tongue dorsum,241731,Oral,10,2,6748,2970,V13/V35,51
SRR091557.SRS077438,SRP002860,SRR091557,SRS077438,METAGENOMIC ,AMPLICON,Posterior fornix,268873,Urogenital tract,16,4,3126,908,V3-V5,14
SRR049848.SRS019771,SRP002395,SRR049848,SRS019771,METAGENOMIC ,AMPLICON,Subgingival plaque,241681,Oral,7,2,10673,3944,V13/V35,155
SRR048041.SRS024543,SRP002395,SRR048041,SRS024543,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241819,Skin,11,3,8547,3999,V13/V35,50
SRR041154.SRS043190,SRP002395,SRR041154,SRS043190,METAGENOMIC ,AMPLICON,Anterior nares,241749,Airways,0,0,3765,2685,V3-V5,40
SRR048388.SRS023859,SRP002395,SRR048388,SRS023859,METAGENOMIC ,AMPLICON,Saliva,241755,Oral,6,2,4412,1644,V13/V35,109
SRR048144.SRS020192,SRP002395,SRR048144,SRS020192,METAGENOMIC ,AMPLICON,Buccal mucosa,241762,Oral,3,2,7887,5459,V13/V35,106
SRR046118.SRS014829,SRP002395,SRR046118,SRS014829,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241793,Skin,11,3,3297,1992,V13/V35,22
SRR091614.SRS077894,SRP002860,SRR091614,SRS077894,METAGENOMIC ,AMPLICON,Subgingival plaque,241748,Oral,7,2,2510,1307,V3-V5,60
SRR171915.SRS098642,SRP002860,SRR171915,SRS098642,METAGENOMIC ,AMPLICON,Posterior fornix,241756,Urogenital tract,16,4,8489,2071,V13/V35,19
SRR047780.SRS023219,SRP002395,SRR047780,SRS023219,METAGENOMIC ,AMPLICON,Mid vagina,241700,Urogenital tract,15,4,5176,558,V13/V35,12
SRR172460.SRS143226,SRP002860,SRR172460,SRS143226,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241854,Skin,13,3,8429,6174,V13/V35,84
SRR047376.SRS014915,SRP002395,SRR047376,SRS014915,METAGENOMIC ,AMPLICON,Palatine Tonsils,241808,Oral,5,2,15176,7794,V13/V35,104
SRR171815.SRS104110,SRP002860,SRR171815,SRS104110,METAGENOMIC ,AMPLICON,Tongue dorsum,241779,Oral,10,2,3205,1467,V13/V35,67
SRR049329.SRS048090,SRP002395,SRR049329,SRS048090,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241812,Oral,2,2,7351,5009,V13/V35,72
SRR044787.SRS011619,SRP002395,SRR044787,SRS011619,METAGENOMIC ,AMPLICON,Posterior fornix,241783,Urogenital tract,16,4,4617,3407,V13/V35,12
SRR192117.SRS055744,SRP002860,SRR192117,SRS055744,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241749,Skin,13,3,7386,3876,V1-V3,64
SRR045335.SRS011601,SRP002395,SRR045335,SRS011601,METAGENOMIC ,AMPLICON,Supragingival plaque,241783,Oral,8,2,6614,3801,V13/V35,104
SRR044561.SRS015776,SRP002395,SRR044561,SRS015776,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241685,Skin,11,3,7978,5467,V13/V35,83
SRR050388.SRS064327,SRP002395,SRR050388,SRS064327,METAGENOMIC ,AMPLICON,Hard palate,241682,Oral,4,2,14578,8871,V13/V35,94
SRR328889.SRS065361,SRP002860,SRR328889,SRS065361,METAGENOMIC ,AMPLICON,Left Retroauricular crease,257117,Skin,12,3,6056,4658,V13/V35,34
SRR043834.SRS015204,SRP002395,SRR043834,SRS015204,METAGENOMIC ,AMPLICON,Mid vagina,241675,Urogenital tract,15,4,8539,6403,V13/V35,30
SRR045980.SRS018686,SRP002395,SRR045980,SRS018686,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241723,Oral,2,2,8377,5194,V13/V35,45
SRR043864.SRS019552,SRP002395,SRR043864,SRS019552,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241720,Skin,12,3,12309,6088,V13/V35,90
SRR040771.SRS018513,SRP002395,SRR040771,SRS018513,METAGENOMIC ,AMPLICON,Supragingival plaque,241667,Oral,8,2,6500,3520,V3-V5,117
SRR170542.SRS098731,SRP002860,SRR170542,SRS098731,METAGENOMIC ,AMPLICON,Palatine Tonsils,241758,Oral,5,2,11070,5559,V13/V35,93
SRR041437.SRS013512,SRP002395,SRR041437,SRS013512,METAGENOMIC ,AMPLICON,Throat,241676,Oral,9,2,7530,4411,V3-V5,83
SRR171144.SRS148448,SRP002860,SRR171144,SRS148448,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241866,Skin,14,3,16271,12121,V13/V35,26
SRR048704.SRS043241,SRP002395,SRR048704,SRS043241,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241679,Skin,12,3,12970,2923,V13/V35,67
SRR045420.SRS011677,SRP002395,SRR045420,SRS011677,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241764,Skin,11,3,17740,10572,V13/V35,49
SRR171171.SRS144528,SRP002860,SRR171171,SRS144528,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241732,Skin,12,3,12372,10341,V13/V35,19
SRR172339.SRS103953,SRP002860,SRR172339,SRS103953,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241871,Skin,14,3,5383,3687,V13/V35,33
SRR048698.SRS055295,SRP002395,SRR048698,SRS055295,METAGENOMIC ,AMPLICON,Saliva,241679,Oral,6,2,14658,6092,V13/V35,125
SRR171216.SRS143064,SRP002860,SRR171216,SRS143064,METAGENOMIC ,AMPLICON,Throat,241853,Oral,9,2,5460,2968,V13/V35,96
SRR049439.SRS063728,SRP002395,SRR049439,SRS063728,METAGENOMIC ,AMPLICON,Buccal mucosa,241682,Oral,3,2,5992,4522,V13/V35,70
SRR041326.SRS017495,SRP002395,SRR041326,SRS017495,METAGENOMIC ,AMPLICON,Mid vagina,241721,Urogenital tract,15,4,6698,1440,V3-V5,16
SRR041421.SRS024232,SRP002395,SRR041421,SRS024232,METAGENOMIC ,AMPLICON,Supragingival plaque,241745,Oral,8,2,17370,10046,V3-V5,108
SRR043814.SRS014861,SRP002395,SRR043814,SRS014861,METAGENOMIC ,AMPLICON,Tongue dorsum,241830,Oral,10,2,10374,4558,V13/V35,73
SRR170288.SRS104656,SRP002860,SRR170288,SRS104656,METAGENOMIC ,AMPLICON,Stool,241848,Gastrointestinal tract,1,1,3265,1795,V13/V35,49
SRR041432.SRS017902,SRP002395,SRR041432,SRS017902,METAGENOMIC ,AMPLICON,Supragingival plaque,241799,Oral,8,2,7179,5118,V3-V5,86
SRR046863.SRS065499,SRP002395,SRR046863,SRS065499,METAGENOMIC ,AMPLICON,Anterior nares,257121,Airways,0,0,4886,1272,V13/V35,97
SRR043794.SRS014353,SRP002395,SRR043794,SRS014353,METAGENOMIC ,AMPLICON,Throat,241736,Oral,9,2,8091,3170,V13/V35,69
SRR041430.SRS017203,SRP002395,SRR041430,SRS017203,METAGENOMIC ,AMPLICON,Saliva,241838,Oral,6,2,6616,4301,V3-V5,132
SRR047788.SRS021918,SRP002395,SRR047788,SRS021918,METAGENOMIC ,AMPLICON,Saliva,241739,Oral,6,2,5364,3246,V13/V35,83
SRR192169.SRS017485,SRP002860,SRR192169,SRS017485,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241721,Skin,14,3,24849,15656,V1-V3,85
SRR048709.SRS062969,SRP002395,SRR048709,SRS062969,METAGENOMIC ,AMPLICON,Mid vagina,241804,Urogenital tract,15,4,8506,2725,V13/V35,35
SRR328972.SRS064422,SRP002860,SRR328972,SRS064422,METAGENOMIC ,AMPLICON,Subgingival plaque,257117,Oral,7,2,6509,3348,V13/V35,87
SRR041234.SRS018264,SRP002395,SRR041234,SRS018264,METAGENOMIC ,AMPLICON,Hard palate,241785,Oral,4,2,5548,2981,V3-V5,77
SRR048319.SRS013776,SRP002395,SRR048319,SRS013776,METAGENOMIC ,AMPLICON,Hard palate,241819,Oral,4,2,18378,8932,V13/V35,153
SRR045392.SRS011359,SRP002395,SRR045392,SRS011359,METAGENOMIC ,AMPLICON,Tongue dorsum,241767,Oral,10,2,28358,15234,V13/V35,154
SRR045351.SRS011296,SRP002395,SRR045351,SRS011296,METAGENOMIC ,AMPLICON,Anterior nares,241748,Airways,0,0,3701,2052,V13/V35,32
SRR170077.SRS098557,SRP002860,SRR170077,SRS098557,METAGENOMIC ,AMPLICON,Hard palate,241793,Oral,4,2,6190,3471,V13/V35,94
SRR090955.SRS146950,SRP002860,SRR090955,SRS146950,METAGENOMIC ,AMPLICON,Tongue dorsum,257128,Oral,10,2,6428,4862,V3-V5,55
SRR172630.SRS147265,SRP002860,SRR172630,SRS147265,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241853,Skin,11,3,8144,5319,V13/V35,60
SRR048166.SRS023434,SRP002395,SRR048166,SRS023434,METAGENOMIC ,AMPLICON,Tongue dorsum,241766,Oral,10,2,7047,3069,V13/V35,59
SRR049338.SRS044872,SRP002395,SRR049338,SRS044872,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241852,Skin,11,3,7006,4358,V13/V35,31
SRR333114.SRS147070,SRP002860,SRR333114,SRS147070,METAGENOMIC ,AMPLICON,Anterior nares,268875,Airways,0,0,4567,2368,V1-V3,8
SRR192079.SRS024299,SRP002860,SRR192079,SRS024299,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241712,Skin,13,3,11662,10367,V1-V3,23
SRR046992.SRS065615,SRP002395,SRR046992,SRS065615,METAGENOMIC ,AMPLICON,Anterior nares,241858,Airways,0,0,5347,2619,V13/V35,76
SRR049230.SRS011634,SRP002395,SRR049230,SRS011634,METAGENOMIC ,AMPLICON,Throat,241795,Oral,9,2,5622,3075,V13/V35,97
SRR046811.SRS065533,SRP002395,SRR046811,SRS065533,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241877,Skin,11,3,7644,3399,V13/V35,97
SRR044640.SRS015927,SRP002395,SRR044640,SRS015927,METAGENOMIC ,AMPLICON,Throat,241778,Oral,9,2,4592,1087,V13/V35,95
SRR041041.SRS017136,SRP002395,SRR041041,SRS017136,METAGENOMIC ,AMPLICON,Throat,241814,Oral,9,2,6529,3195,V3-V5,85
SRR040675.SRS024179,SRP002395,SRR040675,SRS024179,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241676,Skin,12,3,5970,1030,V3-V5,39
SRR044448.SRS016327,SRP002395,SRR044448,SRS016327,METAGENOMIC ,AMPLICON,Palatine Tonsils,241813,Oral,5,2,11230,5127,V13/V35,98
SRR170352.SRS147575,SRP002860,SRR170352,SRS147575,METAGENOMIC ,AMPLICON,Supragingival plaque,257112,Oral,8,2,7959,3755,V13/V35,138
SRR041170.SRS024339,SRP002395,SRR041170,SRS024339,METAGENOMIC ,AMPLICON,Saliva,241814,Oral,6,2,7617,2990,V3-V5,143
SRR091301.SRS077155,SRP002860,SRR091301,SRS077155,METAGENOMIC ,AMPLICON,Subgingival plaque,257110,Oral,7,2,7709,3217,V3-V5,73
SRR090852.SRS103556,SRP002860,SRR090852,SRS103556,METAGENOMIC ,AMPLICON,Palatine Tonsils,268879,Oral,5,2,7279,3572,V3-V5,94
SRR170427.SRS142645,SRP002860,SRR170427,SRS142645,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241893,Skin,11,3,1848,717,V13/V35,26
SRR047027.SRS062410,SRP002395,SRR047027,SRS062410,METAGENOMIC ,AMPLICON,Saliva,241858,Oral,6,2,7968,4571,V13/V35,136
SRR044110.SRS016265,SRP002395,SRR044110,SRS016265,METAGENOMIC ,AMPLICON,Anterior nares,241681,Airways,0,0,4240,2086,V13/V35,56
SRR048372.SRS021575,SRP002395,SRR048372,SRS021575,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241843,Skin,13,3,3694,1428,V13/V35,87
SRR046585.SRS042298,SRP002395,SRR046585,SRS042298,METAGENOMIC ,AMPLICON,Buccal mucosa,241890,Oral,3,2,5070,2494,V13/V35,48
SRR172923.SRS147903,SRP002860,SRR172923,SRS147903,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241874,Skin,12,3,42682,15261,V13/V35,55
SRR170586.SRS075851,SRP002860,SRR170586,SRS075851,METAGENOMIC ,AMPLICON,Stool,241793,Gastrointestinal tract,1,1,13962,8706,V13/V35,76
SRR044196.SRS016012,SRP002395,SRR044196,SRS016012,METAGENOMIC ,AMPLICON,Throat,241708,Oral,9,2,8558,5331,V13/V35,76
SRR043629.SRS014657,SRP002395,SRR043629,SRS014657,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241720,Oral,2,2,7756,2982,V13/V35,48
SRR172513.SRS144378,SRP002860,SRR172513,SRS144378,METAGENOMIC ,AMPLICON,Throat,241692,Oral,9,2,7080,3553,V13/V35,95
SRR048774.SRS063154,SRP002395,SRR048774,SRS063154,METAGENOMIC ,AMPLICON,Right Retroauricular crease,268866,Skin,14,3,8769,5455,V13/V35,57
SRR089925.SRS103762,SRP002860,SRR089925,SRS103762,METAGENOMIC ,AMPLICON,Tongue dorsum,257109,Oral,10,2,3740,2000,V3-V5,47
SRR170503.SRS148007,SRP002860,SRR170503,SRS148007,METAGENOMIC ,AMPLICON,Buccal mucosa,241856,Oral,3,2,6449,2635,V13/V35,74
SRR041008.SRS024468,SRP002395,SRR041008,SRS024468,METAGENOMIC ,AMPLICON,Hard palate,241794,Oral,4,2,6226,3813,V3-V5,106
SRR045719.SRS015399,SRP002395,SRR045719,SRS015399,METAGENOMIC ,AMPLICON,Buccal mucosa,241682,Oral,3,2,7140,4270,V13/V35,49
SRR046450.SRS057750,SRP002395,SRR046450,SRS057750,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241854,Skin,12,3,20975,6671,V13/V35,42
